"Username","GivenName","Surname","DisplayName","Lifecycle","Class","Title","OrgUnit","Manager","Groups","EmployeeNumber","EmployeeType","LoginShell","HomeDirectory","Phone","Mobile","Street","City","State","PostalCode","PreferredLanguage","UserAuthType","PasswordState","PrincipalExpiresInDays","SshPublicKeys","CertMapData","RadiusProxy","RadiusUsername","IdentityProvider","IdpUserId","NoPrivateGroup","PrimaryGroup","Tier","Purpose"
"svenb","Sven","Buck","Sven Buck","Active","employee","Salesperson","Sales Engagement Management","arthury","all-staff;allemployees;fulltimeemployees;sales;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP210","Full-time","/bin/bash","","(214) 555-4151","(214) 555-4152","890 Commerce St","Dallas","TX","75202","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"syeda","Syed","Abbas","Syed Abbas","Active","employee","CRM Consulting Manager","CRM Strategy","aaronp","all-staff;allemployees;fulltimeemployees;crmstrategy;londonoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;engineeringcomputing","EMP049","Full-time","/bin/bash","","(20) 5555-4595","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CRM Strategy)"
"tado","Tad","Orman","Tad Orman","Active","employee","CRM Consultant","CRM Strategy","syeda","all-staff;allemployees;fulltimeemployees;crmstrategy;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;serverroomaccess;securityeventreview","EMP071","Full-time","/bin/bash","","(20) 5555-4625","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CRM Strategy)"
"tail","Tai","Lee","Tai Lee","Active","employee","President of Services","CVP of IT","jeffh","all-staff;allemployees;fulltimeemployees;seniormanagement;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testaccountoperators;engineeringfileaccess","EMP186","Full-time","/bin/bash","","(425) 555-0131","(425) 555-0132","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CVP of IT)"
"tedb","Ted","Bremer","Ted Bremer","Active","employee","Business Process Manager","Project Management","chrisn","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testserveroperators;designtools","EMP172","Full-time","/bin/bash","","(206) 555-3874","(206) 555-3875","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"terrenp","Terrence","Phillip","Terrence Phillip","Active","contractor","Strategy Consultant","1099 Contractor","jennim","contractors;allcontractors;contractworkers;seattlemainoffice","EMP107","Contractor","/bin/bash","","(206) 555-1678","(206) 555-1679","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"terrye","Terry","Earls","Terry Earls","Active","employee","Project Manager","Project Management","miken","all-staff;allemployees;fulltimeemployees;projectmanagement;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP208","Full-time","/bin/bash","","(206) 555-3164","(206) 555-3165","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Project Management)"
"thomash","Thomas","Hamborg","Thomas Hamborg","Active","contractor","Project Manager","1099 Contractor","briang","contractors;allcontractors;contractworkers;seattlemainoffice;managers","EMP137","Contractor","/bin/bash","","(206) 555-4112","(206) 555-4113","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (1099 Contractor)"
"thomasw","Thomas","Wilson","Thomas Wilson","Disabled","employee","Former Operations Manager","Operations","jeffh","all-staff;allemployees;fulltimeemployees;operations;seattlemainoffice;managers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP282","Full-time","/bin/bash","","(206) 555-7019","(206) 555-7020","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Operations)"
"tinal","Tina","Lassila","Tina Lassila","Active","employee","Salesperson","Sales","arthury","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP216","Full-time","/bin/bash","","(607) 555-6337","(607) 555-6338","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales)"
"tinam","Tina","Makovec","Tina Makovec","Active","employee","Salesperson","Sales Engagement Management","aprils","all-staff;allemployees;fulltimeemployees;sales;richmondoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;engineeringcomputing","EMP200","Full-time","/bin/bash","","(804) 555-2465","(804) 555-2466","456 Capitol St","Richmond","VA","23219","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"tobyn","Toby","Nixon","Toby Nixon","Active","employee","CRM Consultant","CRM Strategy","syeda","all-staff;allemployees;fulltimeemployees;crmstrategy;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;serverroomaccess;securityeventreview","EMP070","Full-time","/bin/bash","","(20) 5555-4379","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CRM Strategy)"
"toddr","Todd","Rowe","Todd Rowe","Active","employee","Sr. Media Planner","Senior Management","dianep","all-staff;allemployees;fulltimeemployees;seniormanagement;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testaccountoperators;engineeringfileaccess","EMP185","Full-time","/bin/bash","","(425) 555-0124","(425) 555-0125","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Senior Management)"
"tomy","Tom","Youtsey","Tom Youtsey","Active","employee","Salesperson","Sales Engagement Management","davids","all-staff;allemployees;fulltimeemployees;sales;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testserveroperators","EMP191","Full-time","/bin/bash","","(206) 555-4331","(206) 555-4332","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"tonip","Toni","Poe","Toni Poe","Active","employee","Chief of Partnerships and Strategy","Executive","danj","all-staff;allemployees;fulltimeemployees;executives;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP189","Full-time","/bin/bash","","(425) 555-0196","(425) 555-0197","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Executive)"
"tonym","Tony","Madigan","Tony Madigan","Active","employee","Senior Engineer","Engineering Operations","carolt","all-staff;allemployees;fulltimeemployees;engineeringoperations;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP229","Full-time","/bin/bash","","(206) 555-6941","(206) 555-6942","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering Operations)"
"tonyw","Tony","Wang","Tony Wang","Active","employee","Strategy Consultant","Strategy Consulting","ellena","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP144","Full-time","/bin/bash","","(206) 555-4595","(206) 555-4596","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"toshm","Tosh","Meston","Tosh Meston","Active","employee","CRM Consultant","CRM Strategy","syeda","all-staff;allemployees;fulltimeemployees;crmstrategy;londonoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;engineeringcomputing","EMP089","Full-time","/bin/bash","","(20) 5555-1394","","100 London Bridge St","London","UK","SE1 9SG","en-GB","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (CRM Strategy)"
"treyp","Trey","Pratt","Trey Pratt","Active","employee","Strategy Consultant","Strategy Consulting","cesarg","all-staff;allemployees;fulltimeemployees;strategyconsulting;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;serverroomaccess;securityeventreview;compliancereporting","EMP132","Full-time","/bin/bash","","(206) 555-2297","(206) 555-2298","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"tyc","Ty","Carlson","Ty Carlson","Active","employee","Salesperson","Sales Engagement Management","lenea","all-staff;allemployees;fulltimeemployees;sales;remoteworkers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;engineeringfileaccess","EMP182","Full-time","/bin/bash","","(701) 555-4446","(701) 555-4447","Remote Location","","","","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"valeryu","Valery","Ushakov","Valery Ushakov","Active","employee","Engineer","Engineering Operations","carolt","all-staff;allemployees;fulltimeemployees;engineeringoperations;seattleengineeringoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;testserveroperators","EMP088","Full-time","/bin/bash","","(206) 555-3599","(206) 555-3600","456 Innovation Drive","Seattle","WA","98102","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Engineering Operations)"
"vernettp","Vernette","Price","Vernette Price","Active","employee","Salesperson","Sales Engagement Management","lenea","all-staff;allemployees;fulltimeemployees;sales;remoteworkers;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP198","Full-time","/bin/bash","","(701) 555-6828","(701) 555-6829","Remote Location","","","","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"vladime","Vladimir","Egorov","Vladimir Egorov","Active","employee","Content Management Consultant","Content Management Consulting","stano","all-staff;allemployees;fulltimeemployees;contentmanagement;newyorkoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP061","Full-time","/bin/bash","","(212) 555-9441","(212) 555-9442","456 Madison Ave","New York","NY","10022","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Content Management Consulting)"
"williav","William","Vong","William Vong","Active","employee","Strategy Consultant","Strategy Consulting","cesarg","all-staff;allemployees;fulltimeemployees;strategyconsulting;newyorkoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess","EMP074","Full-time","/bin/bash","","(212) 555-5864","(212) 555-5865","456 Madison Ave","New York","NY","10022","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Strategy Consulting)"
"yex","Ye","Xu","Ye Xu","Active","employee","Salesperson","Sales Engagement Management","arthury","all-staff;allemployees;fulltimeemployees;sales;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;engineeringcomputing","EMP194","Full-time","/bin/bash","","(214) 555-7757","(214) 555-7758","890 Commerce St","Dallas","TX","75202","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Sales Engagement Management)"
"zoem","Zoë","Müller","Zoë Müller","Active","employee","HR Specialist","Human Resources","garthf","all-staff;allemployees;fulltimeemployees;humanresources;seattlemainoffice;emailusers;calendarusers;internetaccessbasic;conferenceroombooking;fileshareusers;internetaccessfull;expensesystemaccess;salesmanagement;serverroomaccess;compliancereporting","EMP292","Full-time","/bin/bash","","(206) 555-0319","(206) 555-0320","123 Corporate Plaza","Seattle","WA","98101","en-US","","None","","","","","","","","FALSE","","Bulk","Bulk directory volume, mapped from the AD provider (Human Resources)"
"svc-sqlengine","SQL","Service","SQL Database Engine Service","Active","service","SQL Database Engine Service Account","IT","christk","svc-accounts","SVC001","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SQL Server)"
"svc-sqlagent","SQL","Service","SQL Server Agent Service","Active","service","SQL Server Agent Service Account","IT","christk","svc-accounts","SVC002","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SQL Server)"
"svc-sqlrs","SQL","Service","SQL Reporting Services","Active","service","SQL Reporting Services Account","IT","christk","svc-accounts","SVC003","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SQL Server)"
"svc-sqlas","SQL","Service","SQL Analysis Services","Active","service","SQL Analysis Services Account","IT","christk","svc-accounts","SVC004","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SQL Server)"
"svc-sqlis","SQL","Service","SQL Integration Services","Active","service","SQL Integration Services Account","IT","christk","svc-accounts","SVC005","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SQL Server)"
"svc-backup","Backup","Service","Backup Service Account","Active","service","Enterprise Backup Service Account","IT","arturol","svc-accounts","SVC006","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Veeam Backup)"
"svc-backupagent","Backup","Service","Backup Agent Service","Active","service","Backup Agent Service Account","IT","arturol","svc-accounts","SVC007","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Veeam Agent)"
"svc-backuprepo","Backup","Service","Backup Repository Service","Active","service","Backup Repository Service Account","IT","arturol","svc-accounts","SVC008","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Backup Repository)"
"svc-crmapp","CRM","Service","CRM Application Service","Active","service","CRM Application Service Account","IT","davidz","svc-accounts","SVC009","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Dynamics CRM)"
"svc-erpapp","ERP","Service","ERP Application Service","Active","service","ERP Application Service Account","IT","davidz","svc-accounts","SVC010","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SAP ERP)"
"svc-spapp","SharePoint","Service","SharePoint Application Pool","Active","service","SharePoint Application Pool Account","IT","carolt","svc-accounts","SVC011","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SharePoint)"
"svc-spsearch","SharePoint","Service","SharePoint Search Service","Active","service","SharePoint Search Service Account","IT","carolt","svc-accounts","SVC012","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SharePoint)"
"svc-webapp","Web","Service","Web Application Service","Active","service","Web Application Service Account","IT","kellyw","svc-accounts","SVC013","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (IIS Web Apps)"
"svc-apigateway","API","Service","API Gateway Service","Active","service","API Gateway Service Account","IT","kellyw","svc-accounts","SVC014","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Kong Gateway)"
"svc-monitor","Monitor","Service","Monitoring Service Account","Active","service","Infrastructure Monitoring Service","IT","arturol","svc-accounts","SVC015","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SCOM/PRTG)"
"svc-logcollect","Log","Service","Log Collection Service","Active","service","Log Collection Service Account","IT","arturol","svc-accounts","SVC016","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Splunk)"
"svc-sqlenginets","SQL","Service","Test SQL Engine Service","Active","service","Test SQL Database Engine Service","IT","christk","svc-accounts","SVC017","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SQL Server)"
"svc-backupdev","Backup","Service","Dev Backup Service","Active","service","Development Backup Service","IT","arturol","svc-accounts","SVC018","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Dev Backup)"
"svc-appdev","App","Service","Dev Application Service","Active","service","Development Application Service","IT","davidz","svc-accounts","SVC019","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Dev Apps)"
"svc-fileshare","FileShare","Service","File Share Service","Active","service","File Share Service Account","IT","carolt","svc-accounts","SVC020","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Windows File Server)"
"svc-printspooler","Print","Service","Print Spooler Service","Active","service","Print Spooler Service Account","IT","keithd","svc-accounts","SVC021","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Windows Print Server)"
"svc-emailarchive","Email","Service","Email Archive Service","Active","service","Email Archiving Service Account","IT","bens","svc-accounts","SVC022","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (Exchange Archive)"
"svc-antivirus","AV","Service","Antivirus Service Account","Active","service","Enterprise Antivirus Service","IT","keithd","svc-accounts","SVC023","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (McAfee ePO)"
"svc-patchmgmt","Patch","Service","Patch Management Service","Active","service","Patch Management Service Account","IT","keithd","svc-accounts","SVC024","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (WSUS)"
"svc-assetmgmt","Asset","Service","Asset Management Service","Active","service","Asset Management Service Account","IT","erikac","svc-accounts","SVC025","Service","/sbin/nologin","","","","456 Innovation Drive","Seattle","WA","98102","","","None","","","","","","","","FALSE","","Bulk","Bulk service account, mapped from the AD provider (SCCM)"
