"DeviceName","DeviceType","AssignedUser","Office","Description","OperatingSystem","SerialNumber","AssetTag","IPAddress","MACAddress","LastLogon","Enabled","Department","Manufacturer","Model"
"SEA-SALES-265","Workstation","David Bossard","Seattle - Main","Workstation for Salesperson David Bossard","Windows 11 Pro","SN265-WS-2024","AT-265","10.214.11.156","00:11:22:33:44:109","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-235","Mobile Device","David Bossard","Seattle - Main","Mobile device for David Bossard","iOS 17","IMEI-235-2024","MOB-235","10.214.11.157","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-266","Workstation","Alicia Thomber","Seattle - Main","Workstation for Salesperson Alicia Thomber","Windows 11 Pro","SN266-WS-2024","AT-266","10.214.11.158","00:11:22:33:44:10A","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-236","Mobile Device","Alicia Thomber","Seattle - Main","Mobile device for Alicia Thomber","iOS 17","IMEI-236-2024","MOB-236","10.214.11.159","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-267","Workstation","Marcelo Truffat","Seattle - Main","Workstation for Salesperson Marcelo Truffat","Windows 11 Pro","SN267-WS-2024","AT-267","10.214.11.160","00:11:22:33:44:10B","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-237","Mobile Device","Marcelo Truffat","Seattle - Main","Mobile device for Marcelo Truffat","iOS 17","IMEI-237-2024","MOB-237","10.214.11.161","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-ENG-ENGINE-268","Workstation","Tony Madigan","Seattle - Engineering","Workstation for Senior Engineer Tony Madigan","Windows 11 Pro for Workstations","SN268-WS-2024","AT-268","10.214.14.34","00:11:22:33:44:10C","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-238","Mobile Device","Tony Madigan","Seattle - Engineering","Mobile device for Tony Madigan","iOS 17","IMEI-238-2024","MOB-238","10.214.14.35","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-ENG-ENGINE-269","Workstation","Sunil Koduri","Seattle - Engineering","Workstation for Senior Engineer Sunil Koduri","Windows 11 Pro for Workstations","SN269-WS-2024","AT-269","10.214.14.36","00:11:22:33:44:10D","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-239","Mobile Device","Sunil Koduri","Seattle - Engineering","Mobile device for Sunil Koduri","iOS 17","IMEI-239-2024","MOB-239","10.214.14.37","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-ENG-ENGINE-270","Workstation","Simon Pearson","Seattle - Engineering","Workstation for Senior Engineer Simon Pearson","Windows 11 Pro for Workstations","SN270-WS-2024","AT-270","10.214.14.38","00:11:22:33:44:10E","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-240","Mobile Device","Simon Pearson","Seattle - Engineering","Mobile device for Simon Pearson","iOS 17","IMEI-240-2024","MOB-240","10.214.14.39","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-ENG-ENGINE-271","Workstation","Paul Duffy","Seattle - Engineering","Workstation for Senior Engineer Paul Duffy","Windows 11 Pro for Workstations","SN271-WS-2024","AT-271","10.214.14.40","00:11:22:33:44:10F","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-241","Mobile Device","Paul Duffy","Seattle - Engineering","Mobile device for Paul Duffy","iOS 17","IMEI-241-2024","MOB-241","10.214.14.41","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-ENG-ENGINE-272","Workstation","Kate Taneyhill","Seattle - Engineering","Workstation for Senior Engineer Kate Taneyhill","Windows 11 Pro for Workstations","SN272-WS-2024","AT-272","10.214.14.42","00:11:22:33:44:110","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-242","Mobile Device","Kate Taneyhill","Seattle - Engineering","Mobile device for Kate Taneyhill","iOS 17","IMEI-242-2024","MOB-242","10.214.14.43","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-ENG-ENGINE-273","Workstation","Chris Gray","Seattle - Engineering","Workstation for Senior Engineer Chris Gray","Windows 11 Pro for Workstations","SN273-WS-2024","AT-273","10.214.14.44","00:11:22:33:44:111","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-243","Mobile Device","Chris Gray","Seattle - Engineering","Mobile device for Chris Gray","iOS 17","IMEI-243-2024","MOB-243","10.214.14.45","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-ENG-ENGINE-274","Workstation","Stephen Deming","Seattle - Engineering","Workstation for Engineer Stephen Deming","Windows 11 Pro for Workstations","SN274-WS-2024","AT-274","10.214.14.46","00:11:22:33:44:112","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-244","Mobile Device","Stephen Deming","Seattle - Engineering","Mobile device for Stephen Deming","iOS 17","IMEI-244-2024","MOB-244","10.214.14.47","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-ENG-ENGINE-275","Workstation","Olivier Fontana","Seattle - Engineering","Workstation for Engineer Olivier Fontana","Windows 11 Pro for Workstations","SN275-WS-2024","AT-275","10.214.14.48","00:11:22:33:44:113","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-245","Mobile Device","Olivier Fontana","Seattle - Engineering","Mobile device for Olivier Fontana","iOS 17","IMEI-245-2024","MOB-245","10.214.14.49","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-ENG-ENGINE-276","Workstation","Michelle Fredette","Seattle - Engineering","Workstation for Engineer Michelle Fredette","Windows 11 Pro for Workstations","SN276-WS-2024","AT-276","10.214.14.50","00:11:22:33:44:114","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-246","Mobile Device","Michelle Fredette","Seattle - Engineering","Mobile device for Michelle Fredette","iOS 17","IMEI-246-2024","MOB-246","10.214.14.51","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-STRATE-277","Workstation","Arlene Huff","Seattle - Main","Workstation for Strategy Consultant Arlene Huff","Windows 11 Pro","SN277-WS-2024","AT-277","10.214.11.162","00:11:22:33:44:115","2025-08-01 16:46:16","True","Strategy Consulting","Dell","Latitude 5530"
"MOBILE-247","Mobile Device","Arlene Huff","Seattle - Main","Mobile device for Arlene Huff","iOS 17","IMEI-247-2024","MOB-247","10.214.11.163","","2025-08-02 14:46:16","True","Strategy Consulting","Apple","iPhone 15"
"SEA-MARKET-278","Workstation","Pieter Wycoff","Seattle - Main","Workstation for Marketing Specialist Pieter Wycoff","Windows 11 Pro","SN278-WS-2024","AT-278","10.214.11.164","00:11:22:33:44:116","2025-08-01 16:46:16","True","Marketing","Dell","OptiPlex 5090"
"MOBILE-248","Mobile Device","Pieter Wycoff","Seattle - Main","Mobile device for Pieter Wycoff","iOS 17","IMEI-248-2024","MOB-248","10.214.11.165","","2025-08-02 14:46:16","True","Marketing","Apple","iPhone 15"
"SEA-ENG-ENGINE-279","Workstation","Erwin Zischka","Seattle - Engineering","Workstation for Engineer Erwin Zischka","Windows 11 Pro for Workstations","SN279-WS-2024","AT-279","10.214.14.52","00:11:22:33:44:117","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-249","Mobile Device","Erwin Zischka","Seattle - Engineering","Mobile device for Erwin Zischka","iOS 17","IMEI-249-2024","MOB-249","10.214.14.53","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-OPERAT-280","Workstation","Lukas Keller","Seattle - Main","Workstation for Manager Lukas Keller","Windows 11 Enterprise","SN280-WS-2024","AT-280","10.214.11.166","00:11:22:33:44:118","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-250","Mobile Device","Lukas Keller","Seattle - Main","Mobile device for Lukas Keller","iOS 17","IMEI-250-2024","MOB-250","10.214.11.167","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-280","Workstation","Lukas Keller","Seattle - Main","Executive laptop for Lukas Keller","Windows 11 Enterprise","SN-LAP-280-2024","LAP-280","10.214.11.168","00:11:22:33:EE:118","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-OPERAT-281","Workstation","Ken Ewert","Seattle - Main","Workstation for Manager Ken Ewert","Windows 11 Enterprise","SN281-WS-2024","AT-281","10.214.11.169","00:11:22:33:44:119","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-251","Mobile Device","Ken Ewert","Seattle - Main","Mobile device for Ken Ewert","iOS 17","IMEI-251-2024","MOB-251","10.214.11.170","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-281","Workstation","Ken Ewert","Seattle - Main","Executive laptop for Ken Ewert","Windows 11 Enterprise","SN-LAP-281-2024","LAP-281","10.214.11.171","00:11:22:33:EE:119","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-OPERAT-282","Workstation","Justin Thorp","Seattle - Main","Workstation for Manager Justin Thorp","Windows 11 Enterprise","SN282-WS-2024","AT-282","10.214.11.172","00:11:22:33:44:11A","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-252","Mobile Device","Justin Thorp","Seattle - Main","Mobile device for Justin Thorp","iOS 17","IMEI-252-2024","MOB-252","10.214.11.173","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-282","Workstation","Justin Thorp","Seattle - Main","Executive laptop for Justin Thorp","Windows 11 Enterprise","SN-LAP-282-2024","LAP-282","10.214.11.174","00:11:22:33:EE:11A","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-OPERAT-283","Workstation","Jon Grande","Seattle - Main","Workstation for Manager Jon Grande","Windows 11 Enterprise","SN283-WS-2024","AT-283","10.214.11.175","00:11:22:33:44:11B","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-253","Mobile Device","Jon Grande","Seattle - Main","Mobile device for Jon Grande","iOS 17","IMEI-253-2024","MOB-253","10.214.11.176","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-283","Workstation","Jon Grande","Seattle - Main","Executive laptop for Jon Grande","Windows 11 Enterprise","SN-LAP-283-2024","LAP-283","10.214.11.177","00:11:22:33:EE:11B","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-OPERAT-284","Workstation","Jo Berry","Seattle - Main","Workstation for Manager Jo Berry","Windows 11 Enterprise","SN284-WS-2024","AT-284","10.214.11.178","00:11:22:33:44:11C","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-254","Mobile Device","Jo Berry","Seattle - Main","Mobile device for Jo Berry","iOS 17","IMEI-254-2024","MOB-254","10.214.11.179","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-284","Workstation","Jo Berry","Seattle - Main","Executive laptop for Jo Berry","Windows 11 Enterprise","SN-LAP-284-2024","LAP-284","10.214.11.180","00:11:22:33:EE:11C","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-OPERAT-285","Workstation","Hans Gufler","Seattle - Main","Workstation for Manager Hans Gufler","Windows 11 Enterprise","SN285-WS-2024","AT-285","10.214.11.181","00:11:22:33:44:11D","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-255","Mobile Device","Hans Gufler","Seattle - Main","Mobile device for Hans Gufler","iOS 17","IMEI-255-2024","MOB-255","10.214.11.182","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-285","Workstation","Hans Gufler","Seattle - Main","Executive laptop for Hans Gufler","Windows 11 Enterprise","SN-LAP-285-2024","LAP-285","10.214.11.183","00:11:22:33:EE:11D","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-OPERAT-286","Workstation","David Bradley","Seattle - Main","Workstation for Manager David Bradley","Windows 11 Enterprise","SN286-WS-2024","AT-286","10.214.11.184","00:11:22:33:44:11E","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-256","Mobile Device","David Bradley","Seattle - Main","Mobile device for David Bradley","iOS 17","IMEI-256-2024","MOB-256","10.214.11.185","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-286","Workstation","David Bradley","Seattle - Main","Executive laptop for David Bradley","Windows 11 Enterprise","SN-LAP-286-2024","LAP-286","10.214.11.186","00:11:22:33:EE:11E","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-OPERAT-287","Workstation","Marie Dubois","Seattle - Main","Workstation for IT Manager Marie Dubois","Windows 11 Enterprise","SN287-WS-2024","AT-287","10.214.11.187","00:11:22:33:44:11F","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-257","Mobile Device","Marie Dubois","Seattle - Main","Mobile device for Marie Dubois","iOS 17","IMEI-257-2024","MOB-257","10.214.11.188","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-287","Workstation","Marie Dubois","Seattle - Main","Executive laptop for Marie Dubois","Windows 11 Enterprise","SN-LAP-287-2024","LAP-287","10.214.11.189","00:11:22:33:EE:11F","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-OPERAT-288","Workstation","Kevin Kennedy","Seattle - Main","Workstation for IT Manager Kevin Kennedy","Windows 11 Enterprise","SN288-WS-2024","AT-288","10.214.11.190","00:11:22:33:44:120","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-258","Mobile Device","Kevin Kennedy","Seattle - Main","Mobile device for Kevin Kennedy","iOS 17","IMEI-258-2024","MOB-258","10.214.11.191","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-288","Workstation","Kevin Kennedy","Seattle - Main","Executive laptop for Kevin Kennedy","Windows 11 Enterprise","SN-LAP-288-2024","LAP-288","10.214.11.192","00:11:22:33:EE:120","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-OPERAT-289","Workstation","Kai Axford","Seattle - Main","Workstation for IT Manager Kai Axford","Windows 11 Enterprise","SN289-WS-2024","AT-289","10.214.11.193","00:11:22:33:44:121","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-259","Mobile Device","Kai Axford","Seattle - Main","Mobile device for Kai Axford","iOS 17","IMEI-259-2024","MOB-259","10.214.11.194","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-289","Workstation","Kai Axford","Seattle - Main","Executive laptop for Kai Axford","Windows 11 Enterprise","SN-LAP-289-2024","LAP-289","10.214.11.195","00:11:22:33:EE:121","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-SALES-290","Workstation","Manish Chopra","Seattle - Main","Workstation for Salesperson Manish Chopra","Windows 11 Pro","SN290-WS-2024","AT-290","10.214.11.196","00:11:22:33:44:122","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-260","Mobile Device","Manish Chopra","Seattle - Main","Mobile device for Manish Chopra","iOS 17","IMEI-260-2024","MOB-260","10.214.11.197","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-MARKET-291","Workstation","Sunil Uppal","Seattle - Main","Workstation for Public Relations Specialist Sunil Uppal","Windows 11 Pro","SN291-WS-2024","AT-291","10.214.11.198","00:11:22:33:44:123","2025-08-01 16:46:16","True","Marketing","Dell","OptiPlex 5090"
"MOBILE-261","Mobile Device","Sunil Uppal","Seattle - Main","Mobile device for Sunil Uppal","iOS 17","IMEI-261-2024","MOB-261","10.214.11.199","","2025-08-02 14:46:16","True","Marketing","Apple","iPhone 15"
"SEA-SALES-292","Workstation","Luis Bonifaz","Seattle - Main","Workstation for Salesperson Luis Bonifaz","Windows 11 Pro","SN292-WS-2024","AT-292","10.214.11.200","00:11:22:33:44:124","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-262","Mobile Device","Luis Bonifaz","Seattle - Main","Mobile device for Luis Bonifaz","iOS 17","IMEI-262-2024","MOB-262","10.214.11.201","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-SALES-293","Workstation","Kevin Verboort","Seattle - Main","Workstation for Salesperson Kevin Verboort","Windows 11 Pro","SN293-WS-2024","AT-293","10.214.11.202","00:11:22:33:44:125","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-263","Mobile Device","Kevin Verboort","Seattle - Main","Mobile device for Kevin Verboort","iOS 17","IMEI-263-2024","MOB-263","10.214.11.203","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-MARKET-294","Workstation","Christian Jene","Seattle - Main","Workstation for Marketing Specialist Christian Jene","Windows 11 Pro","SN294-WS-2024","AT-294","10.214.11.204","00:11:22:33:44:126","2025-08-01 16:46:16","True","Marketing","Dell","OptiPlex 5090"
"MOBILE-264","Mobile Device","Christian Jene","Seattle - Main","Mobile device for Christian Jene","iOS 17","IMEI-264-2024","MOB-264","10.214.11.205","","2025-08-02 14:46:16","True","Marketing","Apple","iPhone 15"
"SEA-MARKET-295","Workstation","Felipe Martins","Seattle - Main","Workstation for Marketing Specialist Felipe Martins","Windows 11 Pro","SN295-WS-2024","AT-295","10.214.11.206","00:11:22:33:44:127","2025-08-01 16:46:16","True","Marketing","Dell","OptiPlex 5090"
"MOBILE-265","Mobile Device","Felipe Martins","Seattle - Main","Mobile device for Felipe Martins","iOS 17","IMEI-265-2024","MOB-265","10.214.11.207","","2025-08-02 14:46:16","True","Marketing","Apple","iPhone 15"
"SEA-MARKET-296","Workstation","John Evans","Seattle - Main","Workstation for Marketing Specialist John Evans","Windows 11 Pro","SN296-WS-2024","AT-296","10.214.11.208","00:11:22:33:44:128","2025-08-01 16:46:16","True","Marketing","Dell","OptiPlex 5090"
"MOBILE-266","Mobile Device","John Evans","Seattle - Main","Mobile device for John Evans","iOS 17","IMEI-266-2024","MOB-266","10.214.11.209","","2025-08-02 14:46:16","True","Marketing","Apple","iPhone 15"
"SEA-OPERAT-297","Workstation","Heinrich Fischer","Seattle - Main","Workstation for IT Manager Heinrich Fischer","Windows 11 Enterprise","SN297-WS-2024","AT-297","10.214.11.210","00:11:22:33:44:129","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-267","Mobile Device","Heinrich Fischer","Seattle - Main","Mobile device for Heinrich Fischer","iOS 17","IMEI-267-2024","MOB-267","10.214.11.211","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-297","Workstation","Heinrich Fischer","Seattle - Main","Executive laptop for Heinrich Fischer","Windows 11 Enterprise","SN-LAP-297-2024","LAP-297","10.214.11.212","00:11:22:33:EE:129","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-SALES-298","Workstation","Kirk Nason","Seattle - Main","Workstation for Salesperson Kirk Nason","Windows 11 Pro","SN298-WS-2024","AT-298","10.214.11.213","00:11:22:33:44:12A","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-268","Mobile Device","Kirk Nason","Seattle - Main","Mobile device for Kirk Nason","iOS 17","IMEI-268-2024","MOB-268","10.214.11.214","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-OPERAT-299","Workstation","Brian Cox","Seattle - Main","Workstation for Procurement Manager Brian Cox","Windows 11 Enterprise","SN299-WS-2024","AT-299","10.214.11.215","00:11:22:33:44:12B","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-269","Mobile Device","Brian Cox","Seattle - Main","Mobile device for Brian Cox","iOS 17","IMEI-269-2024","MOB-269","10.214.11.216","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-299","Workstation","Brian Cox","Seattle - Main","Executive laptop for Brian Cox","Windows 11 Enterprise","SN-LAP-299-2024","LAP-299","10.214.11.217","00:11:22:33:EE:12B","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"CHI-SALES-300","Workstation","Patricia Doyle","Chicago - Central","Workstation for Salesperson Patricia Doyle","Windows 11 Pro","SN300-WS-2024","AT-300","10.214.42.13","00:11:22:33:44:12C","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-270","Mobile Device","Patricia Doyle","Chicago - Central","Mobile device for Patricia Doyle","iOS 17","IMEI-270-2024","MOB-270","10.214.42.14","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"BOS-SALES-301","Workstation","Ron Gabel","Boston - Northeast","Workstation for Salesperson Ron Gabel","Windows 11 Pro","SN301-WS-2024","AT-301","10.214.58.12","00:11:22:33:44:12D","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-271","Mobile Device","Ron Gabel","Boston - Northeast","Mobile device for Ron Gabel","iOS 17","IMEI-271-2024","MOB-271","10.214.58.13","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"ATL-SALES-302","Workstation","Shmuel Yair","Atlanta - Southeast","Workstation for Salesperson Shmuel Yair","Windows 11 Pro","SN302-WS-2024","AT-302","10.214.62.12","00:11:22:33:44:12E","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-272","Mobile Device","Shmuel Yair","Atlanta - Southeast","Mobile device for Shmuel Yair","iOS 17","IMEI-272-2024","MOB-272","10.214.62.13","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-MARKET-303","Workstation","Phyllis Harris","Seattle - Main","Workstation for Marketing Specialist Phyllis Harris","Windows 11 Pro","SN303-WS-2024","AT-303","10.214.11.218","00:11:22:33:44:12F","2025-08-01 16:46:16","True","Marketing","Dell","OptiPlex 5090"
"MOBILE-273","Mobile Device","Phyllis Harris","Seattle - Main","Mobile device for Phyllis Harris","iOS 17","IMEI-273-2024","MOB-273","10.214.11.219","","2025-08-02 14:46:16","True","Marketing","Apple","iPhone 15"
"SEA-SALES-304","Workstation","Jenny Lysaker","Seattle - Main","Workstation for Salesperson Jenny Lysaker","Windows 11 Pro","SN304-WS-2024","AT-304","10.214.11.220","00:11:22:33:44:130","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-274","Mobile Device","Jenny Lysaker","Seattle - Main","Mobile device for Jenny Lysaker","iOS 17","IMEI-274-2024","MOB-274","10.214.11.221","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-MARKET-305","Workstation","Jordao Moreno","Seattle - Main","Workstation for Marketing Specialist Jordao Moreno","Windows 11 Pro","SN305-WS-2024","AT-305","10.214.11.222","00:11:22:33:44:131","2025-08-01 16:46:16","True","Marketing","Dell","OptiPlex 5090"
"MOBILE-275","Mobile Device","Jordao Moreno","Seattle - Main","Mobile device for Jordao Moreno","iOS 17","IMEI-275-2024","MOB-275","10.214.11.223","","2025-08-02 14:46:16","True","Marketing","Apple","iPhone 15"
"SEA-SALES-306","Workstation","Josh Edwards","Seattle - Main","Workstation for Salesperson Josh Edwards","Windows 11 Pro","SN306-WS-2024","AT-306","10.214.11.224","00:11:22:33:44:132","2025-08-01 16:46:16","True","Sales","Dell","OptiPlex 5090"
"MOBILE-276","Mobile Device","Josh Edwards","Seattle - Main","Mobile device for Josh Edwards","iOS 17","IMEI-276-2024","MOB-276","10.214.11.225","","2025-08-02 14:46:16","True","Sales","Apple","iPhone 15"
"SEA-MARKET-307","Workstation","Chris Johnson","Seattle - Main","Workstation for Marketing Specialist Chris Johnson","Windows 11 Pro","SN307-WS-2024","AT-307","10.214.11.226","00:11:22:33:44:133","2025-08-01 16:46:16","True","Marketing","Dell","OptiPlex 5090"
"MOBILE-277","Mobile Device","Chris Johnson","Seattle - Main","Mobile device for Chris Johnson","iOS 17","IMEI-277-2024","MOB-277","10.214.11.227","","2025-08-02 14:46:16","True","Marketing","Apple","iPhone 15"
"SEA-OPERAT-308","Workstation","Kris Johnsen","Seattle - Main","Workstation for IT Manager Kris Johnsen","Windows 11 Enterprise","SN308-WS-2024","AT-308","10.214.11.228","00:11:22:33:44:134","2025-08-01 16:46:16","True","Operations","Dell","OptiPlex 7090"
"MOBILE-278","Mobile Device","Kris Johnsen","Seattle - Main","Mobile device for Kris Johnsen","iOS 17","IMEI-278-2024","MOB-278","10.214.11.229","","2025-08-02 14:46:16","True","Operations","Apple","iPhone 15 Pro"
"LAPTOP-308","Workstation","Kris Johnsen","Seattle - Main","Executive laptop for Kris Johnsen","Windows 11 Enterprise","SN-LAP-308-2024","LAP-308","10.214.11.230","00:11:22:33:EE:134","2025-08-02 11:46:16","True","Operations","Dell","Latitude 9330"
"SEA-FIN-ACCOUN-309","Workstation","Chris M. Johnson","Seattle - Finance","Workstation for Accountant Chris Johnson","Windows 11 Pro","SN309-WS-2024","AT-309","10.214.18.23","00:11:22:33:44:135","2025-08-01 16:46:16","True","Accounting","Dell","OptiPlex 5090"
"MOBILE-279","Mobile Device","Chris M. Johnson","Seattle - Finance","Mobile device for Chris Johnson","iOS 17","IMEI-279-2024","MOB-279","10.214.18.24","","2025-08-02 14:46:16","True","Accounting","Apple","iPhone 15"
"SEA-ENG-ENGINE-310","Workstation","Chris F. Johnson","Seattle - Engineering","Workstation for Senior Engineer Chris F. Johnson","Windows 11 Pro for Workstations","SN310-WS-2024","AT-310","10.214.14.54","00:11:22:33:44:136","2025-08-01 16:46:16","True","Engineering Operations","Dell","Precision 5570"
"MOBILE-280","Mobile Device","Chris F. Johnson","Seattle - Engineering","Mobile device for Chris F. Johnson","iOS 17","IMEI-280-2024","MOB-280","10.214.14.55","","2025-08-02 14:46:16","True","Engineering Operations","Apple","iPhone 15"
"SEA-SALESE-311","Workstation","Chris A. Johnson","Seattle - Main","Workstation for Salesperson Chris Johnson","Windows 11 Pro","SN311-WS-2024","AT-311","10.214.11.231","00:11:22:33:44:137","2025-08-01 16:46:16","True","Sales Engagement Management","Dell","OptiPlex 3090"
"MOBILE-281","Mobile Device","Chris A. Johnson","Seattle - Main","Mobile device for Chris Johnson","iOS 17","IMEI-281-2024","MOB-281","10.214.11.232","","2025-08-02 14:46:16","True","Sales Engagement Management","Apple","iPhone 15"
"SEA-ENG-ENGINE-312","Workstation","Sarah Chen","Seattle - Engineering","Workstation for Software Engineering Intern Sarah Chen","Windows 11 Pro for Workstations","SN312-WS-2024","AT-312","10.214.14.56","00:11:22:33:44:138","2025-08-01 16:46:16","True","Engineering","Dell","Precision 7670"
"SEA-MARKET-313","Workstation","James Wilson","Seattle - Main","Workstation for Marketing Intern James Wilson","Windows 11 Pro","SN313-WS-2024","AT-313","10.214.11.233","00:11:22:33:44:139","2025-08-01 16:46:16","True","Marketing","Dell","OptiPlex 5090"
"SEA-HUMANR-314","Workstation","Emily Rodriguez","Seattle - Main","Workstation for HR Intern Emily Rodriguez","Windows 11 Pro","SN314-WS-2024","AT-314","10.214.11.234","00:11:22:33:44:13A","2025-08-01 16:46:16","True","Human Resources","Dell","OptiPlex 5090"
"CHI-DC-001","Domain Controller","","Chicago - Central","Domain Controller for Chicago - Central","Windows Server 2022 Standard","SN-SRV-100-2024","SVR-100","10.214.42.15","00:11:22:33:AA:64","2025-08-02 00:00:00","True","IT Infrastructure","Dell","PowerEdge R650"
